dt_sold,yr_sold,mo_sold,yr_built,yr_remodel,bldg_class,bldg_type,house_style,zoning,neighborhd,oa_cond,oa_qual,func,liv_area,1fl_area,2fl_area,tot_rms,bedroom,bathroom,kit,kit_qual,central_air,elect,bsmt_area,bsmt_cond,bsmt_exp,bsmt_fin_qual,bsmt_ht,ext_cond,ext_cover,ext_qual,fdn,fence,fp,fp_qual,gar_area,gar_car,gar_cond,gar_fin,gar_qual,gar_type,gar_yr,heat_qual,land_contour,land_slope,lot_area,lot_config,lot_frontage,lot_shape,pave_dr,roof_matl,roof_style,op_area,ep_area,wd_area,sale_price
2008-05-08,2008,5,1930,1995,30,1Fam,1Story,RM,IDOTRR,7,5,Typ,912,912,0,5,2,1,1,Average,Y,FuseA,520,Average,No,Unf,Average,Average,Wd Sdng,Average,BrkTil,NA,0,NA,360,1,Average,RFn,Average,Detchd,1934,Average,Lvl,Gtl,7392,Inside,60,Reg,Y,CompShg,Gable,90,0,0,99.5
2010-05-03,2010,5,1978,1978,90,Duplex,SFoyer,RL,Sawyer,5,5,Typ,1373,1373,0,5,3,2,1,Average,Y,SBrkr,1319,Average,Av,GLQ,Good,Average,Plywood,Average,CBlock,NA,2,Average,591,2,Average,Fin,Average,Attchd,1978,Average,Lvl,Gtl,7424,Inside,NA,IR1,Y,CompShg,Gable,0,0,0,160.25
2006-05-14,2006,5,2004,2004,160,Twnhs,2Story,RM,Edwards,5,7,Maj1,1709,970,739,7,3,2,1,Good,Y,SBrkr,970,Average,No,Unf,Good,Average,VinylSd,Good,PConc,NA,0,NA,380,2,Average,Unf,Average,Detchd,2004,Excellent,Lvl,Gtl,2522,Inside,24,Reg,Y,CompShg,Gable,40,0,0,130
2007-09-16,2007,9,1922,1950,30,1Fam,1Story,RM,IDOTRR,7,5,Typ,816,816,0,5,2,1,1,Average,Y,SBrkr,816,Average,No,Unf,Average,Average,Stucco,Average,BrkTil,NA,0,NA,100,1,Fair,Unf,Fair,Detchd,1922,Excellent,Lvl,Gtl,3672,Inside,46,Reg,N,CompShg,Gable,0,96,0,75.2
2009-08-07,2009,8,1993,1996,80,1Fam,SLvl,RL,Mitchel,5,6,Typ,1091,1091,0,5,2,1.5,1,Average,Y,SBrkr,384,Average,Av,Rec,Good,Good,HdBoard,Average,CBlock,NA,0,NA,429,1,Average,Fin,Average,Attchd,1993,Excellent,Lvl,Gtl,7706,Inside,62,Reg,Y,CompShg,Gable,0,0,280,131.25
2008-06-02,2008,6,1960,1993,20,1Fam,1Story,RL,"NAmes",6,6,Typ,1081,1081,0,5,3,2,1,Average,Y,SBrkr,1081,Average,Gd,GLQ,Average,Average,Wd Sdng,Average,CBlock,NA,0,NA,401,1,Average,Unf,Average,CarPort,1960,Average,Lvl,Gtl,12929,Inside,NA,IR1,Y,CompShg,Gable,82,0,36,148
2009-05-01,2009,5,1965,1965,20,1Fam,1Story,RL,Sawyer,5,5,Typ,1020,1020,0,5,3,2,1,Average,Y,SBrkr,1024,Average,No,Rec,Average,Average,HdBoard,Average,CBlock,MnPrv,0,NA,288,1,Average,Unf,Average,Attchd,1965,Good,Lvl,Gtl,9316,Inside,NA,IR1,Y,CompShg,Gable,0,0,171,124.1
2008-07-03,2008,7,1961,2007,85,1Fam,SFoyer,RL,"NAmes",9,7,Typ,999,999,0,6,3,2,1,Excellent,Y,SBrkr,944,Average,Av,ALQ,Average,Average,CemntBd,Excellent,CBlock,NA,0,NA,588,2,Average,RFn,Average,Attchd,1961,Good,Lvl,Gtl,12122,Corner,NA,IR1,Y,CompShg,Gable,76,0,144,178.4
2007-08-21,2007,8,1977,1977,90,Duplex,1Story,RL,Edwards,3,4,Typ,1440,1440,0,8,4,4,2,Average,Y,SBrkr,1440,Average,Gd,GLQ,Good,Average,MetalSd,Average,PConc,NA,0,NA,0,0,NA,NA,NA,NA,NA,Average,Lvl,Gtl,7711,Inside,42,IR1,N,CompShg,Gable,0,0,321,150
2007-03-10,2007,3,1998,1999,60,1Fam,2Story,RL,CollgCr,5,7,Typ,1753,853,900,7,3,3.5,1,Average,Y,SBrkr,853,Average,No,GLQ,Good,Average,VinylSd,Good,PConc,NA,1,Fair,534,2,Average,RFn,Average,Attchd,1998,Excellent,Lvl,Gtl,12352,CulDSac,43,IR2,Y,CompShg,Gable,74,0,0,217
2006-01-04,2006,1,2005,2006,60,1Fam,2Story,RL,Somerst,5,8,Typ,1964,1116,848,8,3,2.5,1,Good,Y,SBrkr,1100,Good,No,Unf,Good,Average,CemntBd,Good,PConc,NA,1,Good,760,2,Average,Fin,Average,BuiltIn,2005,Excellent,Lvl,Gtl,12447,Inside,75,IR1,Y,CompShg,Gable,70,0,200,252
2009-06-20,2009,6,2006,2006,20,1Fam,1Story,RL,SawyerW,5,7,Typ,1141,1141,0,6,3,2.5,1,Good,Y,SBrkr,1141,Good,No,GLQ,Good,Average,VinylSd,Good,PConc,NA,0,NA,484,2,Average,RFn,Average,Detchd,2006,Excellent,Lvl,Gtl,7500,Inside,63,Reg,Y,CompShg,Gable,0,0,182,152
2007-07-14,2007,7,1929,2001,45,1Fam,1.5Unf,RM,BrkSide,8,7,Typ,854,854,0,5,2,1,1,Average,Y,FuseA,832,Average,No,Unf,Average,Average,Wd Sdng,Average,BrkTil,GdPrv,0,NA,576,2,Average,Unf,Average,Detchd,1991,Excellent,Lvl,Gtl,6120,Corner,51,Reg,Y,CompShg,Gable,112,0,48,132
2006-05-19,2006,5,1945,1950,50,1Fam,1.5Fin,RM,OldTown,7,6,Typ,1182,885,297,5,3,1.5,1,Average,Y,SBrkr,770,Average,No,Rec,Fair,Average,VinylSd,Average,CBlock,GdWo,0,NA,378,1,Average,Unf,Fair,Detchd,1945,Average,Lvl,Gtl,9576,Inside,56,Reg,Y,CompShg,Gable,0,0,0,120
2006-05-24,2006,5,2005,2006,60,1Fam,2Story,RL,NridgHt,5,9,Typ,2091,1625,466,8,3,3.5,1,Excellent,Y,SBrkr,1606,Good,Av,GLQ,Excellent,Average,MetalSd,Excellent,PConc,NA,1,Good,521,2,Average,RFn,Average,Attchd,2005,Excellent,Lvl,Gtl,9942,Inside,82,IR1,Y,CompShg,Gable,84,0,194,338.5
2010-04-28,2010,4,1920,1994,30,1Fam,1Story,RL,"NAmes",7,4,Typ,985,985,0,4,2,1.5,1,Average,Y,SBrkr,576,Average,No,Unf,Average,Average,MetalSd,Average,BrkTil,NA,0,NA,676,2,Average,Unf,Average,Detchd,1989,Good,Lvl,Gtl,7898,Corner,65,Reg,N,CompShg,Gable,0,0,0,105
2008-08-27,2008,8,1996,1997,60,1Fam,2Story,RL,Gilbert,5,7,Typ,1446,729,717,6,3,3,1,Average,Y,SBrkr,729,Average,Gd,GLQ,Good,Average,HdBoard,Average,PConc,NA,1,Average,406,2,Average,Unf,Average,Attchd,1996,Excellent,HLS,Gtl,21872,FR2,57,IR2,Y,CompShg,Gable,22,0,264,175
2008-03-26,2008,3,1977,1977,60,1Fam,2Story,RL,ClearCr,5,7,Typ,2022,1156,866,8,4,2.5,1,Average,Y,SBrkr,1160,Average,No,BLQ,Good,Average,Plywood,Average,CBlock,NA,1,Average,505,2,Average,Fin,Average,Attchd,1977,Excellent,Lvl,Gtl,10005,Inside,83,Reg,Y,CompShg,Hip,117,0,288,192
2006-09-05,2006,9,2004,2005,60,1Fam,2Story,RL,CollgCr,5,7,Typ,1948,847,1101,8,4,2.5,1,Good,Y,SBrkr,847,Average,No,Unf,Good,Average,VinylSd,Good,PConc,NA,1,Good,434,2,Average,Fin,Average,BuiltIn,2004,Excellent,Lvl,Gtl,12393,FR2,41,IR2,Y,CompShg,Gable,48,0,100,195
2009-06-17,2009,6,2008,2008,60,1Fam,2Story,FV,Somerst,5,8,Typ,1590,786,804,6,3,2.5,1,Good,Y,SBrkr,768,Average,No,Unf,Good,Average,VinylSd,Good,PConc,NA,0,NA,676,2,Average,RFn,Average,Attchd,2008,Excellent,Lvl,Gtl,9000,Inside,75,Reg,Y,CompShg,Gable,30,0,0,210
2007-07-03,2007,7,2003,2003,60,1Fam,2Story,RL,Gilbert,5,7,Typ,1948,847,1101,8,4,2.5,1,Good,Y,SBrkr,847,Average,No,Unf,Good,Average,VinylSd,Good,PConc,NA,1,Good,434,2,Average,Fin,Average,BuiltIn,2003,Excellent,Lvl,Gtl,7875,Inside,63,Reg,Y,CompShg,Gable,48,0,0,211
2009-07-19,2009,7,1936,1950,50,1Fam,1.5Fin,RM,BrkSide,6,4,Typ,1324,757,567,6,3,1,1,Average,Y,SBrkr,672,Average,No,BLQ,Average,Average,MetalSd,Average,BrkTil,NA,0,NA,240,1,Average,Unf,Average,Detchd,1936,Average,Lvl,Gtl,6000,Inside,50,Reg,Y,CompShg,Gable,0,0,0,128
2008-07-28,2008,7,1964,1964,20,1Fam,1Story,RL,"NAmes",5,6,Typ,1425,1425,0,7,3,2,1,Average,Y,SBrkr,1425,Average,No,BLQ,Average,Average,HdBoard,Average,CBlock,NA,1,Good,576,2,Average,RFn,Average,Attchd,1964,Good,Lvl,Gtl,10175,Inside,100,IR1,Y,CompShg,Gable,0,0,0,180.5
2007-09-24,2007,9,1900,1950,190,2fmCon,2Story,RM,OldTown,5,5,Min2,2337,1422,915,10,5,2,2,Average,N,SBrkr,662,Average,No,Unf,Average,Average,Wd Sdng,Average,BrkTil,NA,0,NA,560,2,Average,Unf,Average,Detchd,1945,Average,Lvl,Gtl,13600,Inside,85,Reg,Y,CompShg,Gable,57,0,0,90
2007-10-26,2007,10,1940,1996,45,1Fam,1.5Unf,RL,"NAmes",7,5,Typ,908,908,0,4,2,1,1,Average,Y,SBrkr,822,Average,No,LwQ,Average,Average,Wd Sdng,Average,PConc,MnPrv,0,NA,512,2,Average,Unf,Average,Attchd,1975,Average,Lvl,Gtl,12172,Inside,85,Reg,Y,CompShg,Gable,24,0,284,138.5
2006-09-09,2006,9,2006,2006,60,1Fam,2Story,RL,Gilbert,5,7,Typ,1492,738,754,8,3,2.5,1,Good,Y,SBrkr,738,Average,No,Unf,Good,Average,VinylSd,Good,PConc,NA,0,NA,440,2,Average,Fin,Average,Attchd,2006,Excellent,Lvl,Gtl,10237,Inside,65,Reg,Y,CompShg,Gable,32,0,0,169.985
2006-07-10,2006,7,1961,1961,20,1Fam,1Story,RL,"NAmes",4,5,Typ,1150,1150,0,6,3,1,1,Average,Y,SBrkr,1150,Average,No,GLQ,Average,Average,BrkFace,Average,CBlock,NA,0,NA,288,1,Average,RFn,Average,Attchd,1961,Average,Lvl,Gtl,7000,Inside,70,Reg,Y,CompShg,Hip,0,0,0,146
2008-12-09,2008,12,1993,1993,60,1Fam,2Story,RL,SawyerW,5,7,Typ,2097,1080,1017,9,3,3,1,Good,Y,SBrkr,1080,Average,No,BLQ,Good,Average,VinylSd,Good,PConc,NA,1,Average,678,3,Average,Unf,Average,Attchd,1993,Excellent,Lvl,Gtl,11228,CulDSac,59,IR2,Y,CompShg,Gable,187,0,196,228
2008-05-23,2008,5,1959,1959,20,1Fam,1Story,RL,"NAmes",6,5,Typ,1256,1256,0,6,3,2.5,1,Good,Y,FuseA,1256,Average,No,BLQ,Average,Average,BrkFace,Average,PConc,NA,0,NA,311,1,Average,RFn,Average,Attchd,1959,Good,Lvl,Gtl,8000,Inside,80,Reg,Y,CompShg,Gable,240,0,0,159
2006-08-17,2006,8,2006,2006,60,1Fam,2Story,FV,Somerst,5,8,Typ,1939,1095,844,8,3,2.5,1,Good,Y,SBrkr,1095,Average,Mn,Unf,Good,Average,VinylSd,Good,PConc,NA,1,Good,1053,3,Average,RFn,Average,Attchd,2006,Good,Lvl,Gtl,10728,Inside,84,Reg,Y,CompShg,Gable,51,0,192,266
2006-08-19,2006,8,1924,1950,50,1Fam,1.5Fin,RM,OldTown,7,5,Typ,1566,816,750,7,5,1.5,1,Good,Y,SBrkr,816,Average,No,Unf,Average,Good,MetalSd,Average,PConc,MnPrv,0,NA,450,2,Average,Unf,Average,Detchd,1976,Excellent,Lvl,Gtl,6000,Inside,50,Reg,Y,CompShg,Gable,0,296,24,139
2008-05-22,2008,5,1955,1955,190,2fmCon,1Story,RL,Edwards,5,4,Typ,784,784,0,4,2,2,1,Average,N,FuseP,784,Average,Av,ALQ,Average,Average,Wd Sdng,Average,CBlock,NA,0,NA,0,0,NA,NA,NA,NA,NA,Average,Lvl,Gtl,6931,Inside,56,Reg,Y,CompShg,Hip,0,0,112,91.9
2007-06-11,2007,6,2006,2006,20,1Fam,1Story,RL,CollgCr,5,8,Typ,1500,1500,0,7,3,2,1,Good,Y,SBrkr,1489,Average,No,GLQ,Good,Average,VinylSd,Good,PConc,NA,1,Good,674,2,Average,RFn,Average,Attchd,2005,Excellent,Lvl,Gtl,8760,Inside,73,Reg,Y,CompShg,Gable,38,0,144,212.999
2006-03-08,2006,3,2004,2005,20,1Fam,1Story,RL,NridgHt,5,9,Typ,1850,1850,0,8,3,3,1,Good,Y,SBrkr,1833,Average,Gd,GLQ,Excellent,Average,VinylSd,Good,PConc,NA,1,Good,772,3,Average,Fin,Average,Attchd,2004,Excellent,Lvl,Gtl,16033,FR2,98,IR1,Y,CompShg,Hip,112,0,519,326
2008-07-02,2008,7,2004,2004,60,1Fam,2Story,RL,Gilbert,5,6,Typ,1515,813,702,8,3,2.5,1,Good,Y,SBrkr,789,Average,No,Unf,Good,Average,VinylSd,Good,PConc,NA,1,Good,393,2,Average,Fin,Average,Attchd,2004,Excellent,Lvl,Gtl,9024,Inside,80,IR1,Y,CompShg,Gable,75,0,0,179
2008-04-03,2008,4,2006,2007,20,1Fam,1Story,RL,Timber,5,8,Typ,1537,1537,0,8,3,3,1,Good,Y,SBrkr,1518,Average,Gd,GLQ,Excellent,Average,VinylSd,Good,PConc,NA,0,NA,788,3,Average,Fin,Average,Attchd,2007,Excellent,HLS,Gtl,11563,Inside,74,IR1,Y,CompShg,Hip,26,0,0,294
2009-07-12,2009,7,1972,1972,160,Twnhs,2Story,RM,BrDale,6,6,Typ,987,483,504,5,2,2.5,1,Average,Y,SBrkr,483,Average,No,Rec,Average,Average,HdBoard,Average,CBlock,NA,0,NA,288,1,Average,Unf,Average,Detchd,1972,Average,Lvl,Gtl,1680,Inside,21,Reg,Y,CompShg,Gable,0,0,0,97
2006-08-15,2006,8,2006,2006,60,1Fam,2Story,RL,CollgCr,5,7,Typ,1962,1391,571,7,3,2.5,1,Good,Y,SBrkr,1391,Good,Mn,GLQ,Good,Average,VinylSd,Good,PConc,NA,0,NA,868,3,Average,RFn,Average,Attchd,2006,Excellent,Lvl,Gtl,8760,Inside,73,Reg,Y,CompShg,Gable,90,0,0,239.799
2006-06-04,2006,6,1961,1990,20,1Fam,1Story,RL,"NAmes",6,5,Min1,1433,1433,0,7,3,2,1,Average,Y,SBrkr,1251,Average,Mn,BLQ,Average,Average,WdShing,Average,CBlock,NA,1,Good,441,2,Average,Unf,Average,Attchd,1961,Average,Lvl,Gtl,9600,Inside,80,Reg,Y,CompShg,Gable,0,205,144,161
2008-03-18,2008,3,2003,2003,120,TwnhsE,1Story,RM,CollgCr,5,6,Typ,848,848,0,3,1,2,1,Good,Y,SBrkr,848,Average,Av,GLQ,Good,Average,VinylSd,Good,PConc,NA,0,NA,420,2,Average,Fin,Average,Attchd,2003,Excellent,Lvl,Gtl,4435,Inside,37,Reg,Y,CompShg,Gable,0,0,140,136.5
2009-05-01,2009,5,1972,2007,160,Twnhs,2Story,RM,BrDale,8,6,Typ,987,483,504,5,2,1.5,1,Good,Y,SBrkr,483,Average,No,ALQ,Average,Average,HdBoard,Average,CBlock,NA,0,NA,264,1,Average,Unf,Average,Detchd,1972,Good,Lvl,Gtl,1680,Inside,21,Reg,Y,CompShg,Gable,0,0,250,118
2007-06-15,2007,6,1982,2006,20,1Fam,1Story,RL,Mitchel,6,4,Typ,845,845,0,4,2,2,1,Average,Y,SBrkr,845,Average,No,ALQ,Average,Average,HdBoard,Average,CBlock,NA,0,NA,360,2,Average,Unf,Average,Detchd,1987,Average,Lvl,Gtl,7599,Corner,69,Reg,Y,CompShg,Gable,0,0,0,129.5
2009-10-15,2009,10,1925,2007,50,1Fam,1.5Fin,RL,BrkSide,7,7,Typ,1548,952,596,5,3,2.5,1,Excellent,N,SBrkr,952,Average,No,Unf,Average,Good,Wd Sdng,Good,BrkTil,NA,0,NA,672,2,Average,Unf,Average,Detchd,1978,Good,Lvl,Gtl,7264,Inside,55,Reg,Y,CompShg,Gable,0,0,74,205
2007-03-25,2007,3,1957,1975,20,1Fam,1Story,RL,Crawfor,3,6,Maj1,2515,2515,0,9,4,4,2,Average,Y,SBrkr,2035,Average,No,Rec,Average,Average,Wd Sdng,Good,PConc,NA,2,Average,484,2,Average,RFn,Average,Attchd,1975,Average,Lvl,Gtl,32668,CulDSac,NA,IR1,Y,CompShg,Hip,0,200,0,200.624
2007-06-11,2007,6,2006,2007,20,1Fam,1Story,RL,NridgHt,5,8,Typ,1694,1694,0,7,3,2,1,Good,Y,SBrkr,1694,Average,Mn,Unf,Excellent,Average,CemntBd,Good,PConc,NA,1,Good,856,3,Average,RFn,Average,Attchd,2006,Excellent,Lvl,Gtl,11825,Inside,91,Reg,Y,CompShg,Gable,112,0,0,322.4
2009-01-16,2009,1,NA,2007,20,1Fam,1Story,RL,CollgCr,5,8,Typ,1602,1602,0,7,3,3,1,Good,Y,SBrkr,1578,Average,Av,GLQ,Good,Average,VinylSd,Good,PConc,NA,1,Good,810,3,Average,RFn,Average,Attchd,2007,Excellent,Lvl,Gtl,10200,Inside,85,Reg,Y,CompShg,Gable,48,0,0,293.2
2008-07-09,2008,7,2005,2005,120,TwnhsE,1Story,RL,NridgHt,5,9,Typ,1684,1684,0,6,2,2,1,Excellent,Y,SBrkr,1684,Average,No,GLQ,Excellent,Average,MetalSd,Excellent,PConc,NA,1,Excellent,564,2,Average,RFn,Average,Attchd,2005,Excellent,Lvl,Gtl,8849,Inside,63,IR1,Y,CompShg,Hip,72,0,495,266
2009-07-04,2009,7,1978,1978,60,1Fam,2Story,RL,Sawyer,5,6,Typ,1683,918,765,7,3,2.5,1,Average,Y,SBrkr,918,Average,No,LwQ,Average,Average,HdBoard,Average,CBlock,NA,1,Average,440,2,Average,RFn,Average,Attchd,1978,Good,Lvl,Gtl,11184,Inside,70,Reg,Y,CompShg,Hip,0,0,243,172.5
2009-09-15,2009,9,1890,1996,50,1Fam,1.5Fin,RM,OldTown,6,5,Typ,1869,1188,561,7,2,1,1,Average,Y,SBrkr,1088,Average,No,LwQ,Average,Average,VinylSd,Average,BrkTil,MnWw,0,NA,456,2,Average,Unf,Average,Detchd,1963,Average,Lvl,Gtl,8820,Corner,98,Reg,Y,CompShg,Hip,0,244,48,124.9
2009-09-24,2009,9,1923,1950,30,1Fam,1Story,RL,BrkSide,6,6,Typ,1432,1432,0,6,3,1,1,Good,N,FuseA,1022,Average,No,Unf,Average,Average,MetalSd,Average,BrkTil,GdWo,1,Good,216,1,Average,Unf,Fair,BuiltIn,1923,Average,Lvl,Gtl,6615,Inside,NA,Reg,Y,CompShg,Gable,61,0,266,149
2010-05-14,2010,5,2004,2004,20,1Fam,1Story,RL,CollgCr,5,7,Typ,1414,1414,0,6,3,2,1,Good,Y,SBrkr,1414,Average,Av,GLQ,Good,Average,VinylSd,Good,PConc,NA,0,NA,494,2,Average,RFn,Average,Attchd,2004,Excellent,Lvl,Gtl,8773,FR2,65,Reg,Y,CompShg,Gable,105,0,132,185.5
2006-06-08,2006,6,2002,2002,20,1Fam,1Story,RL,CollgCr,5,8,Typ,1358,1358,0,5,1,2.5,1,Good,Y,SBrkr,1348,Average,No,GLQ,Good,Average,Stucco,Good,PConc,NA,1,Average,418,2,Average,Unf,Average,Attchd,2002,Excellent,Lvl,Gtl,11088,Corner,NA,Reg,Y,CompShg,Hip,166,0,68,220
2007-06-20,2007,6,2007,2007,20,1Fam,1Story,RL,Somerst,5,8,Typ,1496,1496,0,7,3,2,1,Good,Y,SBrkr,1496,Average,Av,Unf,Good,Average,CemntBd,Good,PConc,NA,0,NA,474,2,Average,Fin,Average,Attchd,2007,Excellent,Lvl,Gtl,9158,Inside,76,Reg,Y,CompShg,Gable,130,0,168,225
2007-11-04,2007,11,1950,1950,20,1Fam,1Story,RL,"NAmes",5,6,Typ,932,932,0,4,2,1,1,Good,Y,FuseA,932,Average,No,Unf,Average,Average,BrkFace,Average,CBlock,GdPrv,1,Good,306,1,Average,Unf,Average,Attchd,1950,Excellent,Lvl,Gtl,8280,Inside,57,IR1,Y,CompShg,Gable,0,214,0,124
2009-06-15,2009,6,1950,1950,90,Duplex,1Story,RL,"NAmes",4,3,Typ,1040,1040,0,6,2,2,2,Average,N,FuseA,0,NA,NA,NA,NA,Average,BrkFace,Average,Slab,NA,0,NA,400,2,Average,Unf,Average,Detchd,1987,Fair,Lvl,Gtl,8544,Corner,60,Reg,Y,CompShg,Gable,0,0,0,92.9
2009-08-19,2009,8,1925,1950,30,1Fam,1Story,RM,BrkSide,5,5,Typ,1072,1072,0,5,2,2,1,Average,Y,SBrkr,1072,Average,No,LwQ,Average,Fair,Wd Sdng,Average,BrkTil,NA,0,NA,1184,5,Average,Unf,Fair,Detchd,1982,Average,Lvl,Gtl,8635,Inside,50,Reg,P,CompShg,Hip,0,105,0,126.5
2008-04-09,2008,4,1972,1972,20,1Fam,1Story,RL,"NAmes",5,4,Typ,864,864,0,5,3,1,1,Average,Y,SBrkr,864,Average,No,BLQ,Average,Average,MetalSd,Average,CBlock,MnWw,0,NA,576,2,Average,Unf,Average,Detchd,1980,Average,Lvl,Gtl,12735,FR2,NA,IR1,Y,CompShg,Hip,0,0,216,111.25
2007-06-01,2007,6,2000,2000,60,1Fam,2Story,RL,NoRidge,5,8,Typ,2285,997,1288,8,4,2.5,1,Good,Y,SBrkr,969,Average,No,Unf,Good,Average,VinylSd,Good,PConc,NA,1,Average,648,3,Average,Fin,Average,BuiltIn,2000,Excellent,Lvl,Gtl,11000,FR2,NA,Reg,Y,CompShg,Gable,56,0,0,248
2008-05-22,2008,5,1963,1963,20,1Fam,1Story,RL,"NAmes",5,5,Typ,1117,1117,0,6,3,1,1,Average,Y,SBrkr,1117,Average,No,Unf,Average,Average,Wd Sdng,Average,CBlock,NA,0,NA,264,1,Average,Unf,Average,Attchd,1963,Excellent,Lvl,Gtl,7590,Inside,69,Reg,Y,CompShg,Gable,0,0,0,136.87
2006-04-15,2006,4,2003,2003,120,TwnhsE,1Story,RM,CollgCr,5,6,Typ,848,848,0,4,1,2,1,Good,Y,SBrkr,848,Average,Av,GLQ,Good,Average,VinylSd,Good,PConc,NA,0,NA,420,2,Average,Fin,Average,Attchd,2003,Excellent,Lvl,Gtl,4435,Inside,37,Reg,Y,CompShg,Gable,0,0,140,133
2007-06-19,2007,6,1956,1956,20,1Fam,1Story,RL,"NAmes",5,5,Typ,1048,1048,0,6,3,2,1,Average,Y,SBrkr,1048,Average,No,BLQ,Average,Average,MetalSd,Average,CBlock,NA,0,NA,286,1,Average,Unf,Average,Attchd,1956,Average,Lvl,Gtl,10152,Inside,72,Reg,Y,CompShg,Hip,20,0,0,135
2008-09-17,2008,9,1969,1969,20,1Fam,1Story,RL,"NAmes",6,4,Typ,936,936,0,4,2,1,1,Average,Y,SBrkr,936,Average,Mn,Rec,Good,Average,HdBoard,Average,CBlock,NA,0,NA,288,1,Average,Unf,Average,Attchd,1969,Average,Lvl,Gtl,10295,FR2,68,Reg,Y,CompShg,Gable,0,0,16,111.9
2008-10-12,2008,10,1962,1980,20,1Fam,1Story,RL,"NAmes",7,5,Typ,1283,1283,0,6,3,2,1,Average,Y,SBrkr,931,Average,No,Rec,Average,Good,MetalSd,Average,CBlock,NA,0,NA,506,2,Average,Unf,Average,Detchd,1980,Average,Lvl,Gtl,7763,Inside,70,Reg,Y,CompShg,Gable,0,0,0,140
2008-07-15,2008,7,1959,1959,50,1Fam,1.5Fin,RL,ClearCr,4,4,Min2,1588,1120,468,7,4,2,1,Average,Y,SBrkr,0,NA,NA,NA,NA,Average,WdShing,Average,CBlock,NA,1,Good,680,2,Average,Fin,Average,Detchd,1991,Average,Lvl,Gtl,17120,Inside,80,Reg,N,CompShg,Gable,59,0,0,134.432
2007-10-13,2007,10,2006,2007,20,1Fam,1Story,RL,StoneBr,5,10,Typ,2042,2042,0,8,3,3,1,Excellent,Y,SBrkr,1742,Average,Gd,GLQ,Excellent,Average,CemntBd,Excellent,PConc,NA,1,Good,724,3,Average,Fin,Average,Attchd,2007,Excellent,HLS,Gtl,13870,Inside,81,IR1,Y,CompShg,Hip,52,0,240,455
2006-12-05,2006,12,1994,1994,60,1Fam,2Story,RL,NoRidge,5,8,Typ,2526,1203,1323,8,4,3.5,1,Good,Y,SBrkr,1165,Average,No,GLQ,Good,Average,VinylSd,Good,PConc,NA,1,Average,844,3,Average,RFn,Average,Attchd,1994,Excellent,Lvl,Gtl,10120,Inside,92,Reg,Y,CompShg,Hip,78,0,309,290
2007-03-01,2007,3,1999,1999,60,1Fam,2Story,RL,CollgCr,5,7,Typ,1873,988,885,7,3,2.5,1,Good,Y,SBrkr,988,Average,Gd,GLQ,Good,Average,VinylSd,Good,PConc,NA,1,Average,597,2,Average,RFn,Average,Attchd,1999,Excellent,Lvl,Gtl,10820,CulDSac,47,IR2,Y,CompShg,Gable,123,0,202,235.5
2006-06-27,2006,6,1900,2004,50,1Fam,1.5Fin,RM,OldTown,8,6,Typ,1416,940,476,7,3,1.5,1,Good,Y,SBrkr,780,Average,No,Rec,Average,Average,Wd Sdng,Average,BrkTil,NA,0,NA,400,2,Average,Unf,Average,Detchd,1956,Excellent,Lvl,Gtl,9600,Inside,60,Reg,Y,CompShg,Gable,24,0,0,156.5
2006-01-28,2006,1,2000,2000,60,1Fam,2Story,RL,Gilbert,5,6,Typ,1664,953,711,7,3,2.5,1,Average,Y,SBrkr,953,Average,No,Unf,Good,Average,VinylSd,Average,PConc,NA,1,Average,460,2,Average,RFn,Average,Attchd,2000,Excellent,Lvl,Gtl,8121,Inside,NA,IR1,Y,CompShg,Gable,40,0,100,172.4
2008-12-04,2008,12,2007,2008,20,1Fam,1Story,FV,Somerst,5,7,Typ,1428,1428,0,6,3,2,1,Good,Y,SBrkr,1428,Average,No,Unf,Good,Average,CemntBd,Good,PConc,NA,0,NA,480,2,Average,Fin,Average,Attchd,2007,Excellent,Lvl,Gtl,11639,Corner,95,Reg,Y,CompShg,Gable,120,0,0,182
2006-03-08,2006,3,2005,2006,20,1Fam,1Story,RL,NridgHt,5,9,Typ,1792,1792,0,6,2,3,1,Good,Y,SBrkr,1792,Average,Gd,GLQ,Excellent,Average,VinylSd,Excellent,PConc,NA,1,Good,925,3,Average,RFn,Average,Attchd,2005,Excellent,Lvl,Gtl,13758,Inside,121,IR1,Y,CompShg,Gable,49,0,204,372.397
2008-06-20,2008,6,1995,2002,60,1Fam,2Story,RL,SawyerW,5,6,Typ,2814,1093,1721,9,4,3,1,Good,Y,SBrkr,1077,Average,No,LwQ,Good,Average,HdBoard,Good,PConc,GdPrv,1,Average,614,2,Average,Fin,Average,BuiltIn,1995,Excellent,Lvl,Gtl,9771,Corner,NA,IR3,Y,CompShg,Gable,32,0,48,260
2006-09-13,2006,9,1919,1950,30,1Fam,1Story,RM,IDOTRR,4,5,Typ,819,819,0,4,2,1,1,Good,N,FuseA,610,Average,No,Unf,Average,Average,Wd Sdng,Average,BrkTil,NA,0,NA,0,0,NA,NA,NA,NA,NA,Excellent,Lvl,Gtl,9000,Inside,50,Reg,N,CompShg,Gable,0,0,0,72
